content,score,Label
Mantaapp..👍 Banyak diskon dari kerjasama Kartu Kredit. 👌,5,Positif
sangat membantu dalam proses pembayaran,5,Positif
app nya memudahkan urusan pemesanan beli tiket perjalanan/penginapan.,5,Positif
"sangat membantu, liburan lebih mudah",5,Positif
"proses mudah dan cepat, banyak promo",5,Positif
Paymentnya sering trouble. Tolong lah benerin. Udah 2x trouble dr bank berbeda. BRI kena BCA kena padahal udah kedebet. Gimana si? Males skrg pake traveloka klo bermasalah terus. Bikin panik. Mending beralih ke aplikasi sebelah.,1,Negatif
"Bingung jadinya mau boking tiket pesawat PP plus hotel,kok ribet banget. Rencana staycation sekeluarga untuk 4hari tapi kok ribet urusan tanggal chekin nya. Apa gunanya ada fiture penerbangan+hotel kalau gitu",3,
trimkasih traveloka cek in jadi lebih mudah ..setia menggunakan traveloka 7 tahun an,5,Positif
proses gampang & cepat,5,Positif
"Pelayanan super duper jelek, Fitur refund cuma panjangan aja ""DAN YG LEBIH PARAHNYA LAGI, TIDAK ADA PEMBERITAHUAN KEBERANGKATAN"" semisal ad pergantian pemberakatan, di jamin anda pasti tinggal pesawat, dan uang abda hangus krn Fitur refund d traveloka hanya pajangan",1,Negatif
Mudahan bagus harganya amanah aplikasinya banyak penggunanya berkah buat pekerjanya Amin🥰🤲🙏,5,Positif
"cepat, mudah dan terus banyakin diskonnya...",5,Positif
"Apk sangat bagus, lancar dan tidak ada kendala. Mkasih Traveloka. 🥰🥰",5,Positif
Traveloka Paylater dialihkan ke danamas ga bisa bayar langsung karena kelamaan. Ehh udah di lunaskan ke Danamas nya surat pelunasan nya lama banget keluar janji 30 hari keluar. Sistem yang ribet.,1,Negatif
Aplikasi pinjaman ini saya rekomendasikan untuk melakukan sesuatu dengan sembunyi-sembunyi dan yang paling sering,5,Positif
"Bus sudah penuh tapi anda engga menghapus. Masih menawarkan terus.. giliran saya isi data , bus penuh . 2 hari anda menawarkan dengan kondisi bus penumpang yg sdh penuh . Kenapa tidak di remove saja",1,Negatif
menjadikan lebih simpel dan mudah dalam mengatur akomodasi disaat bepergian. 👍🏻👍🏻,5,Positif
"Sangat mengecewakan.. Mohon untuk promo bank di update, kebanyakan sdh expired dan sebagian blm expired tp tdk bisa digunakan.",3,
sangat membantu sebelum bepergian atau saat dijalan menuju kota tujuan.. dan pasti lebih murah traveloka dibandingkan check in langsung.. top markotop,5,Positif
Wah ternyata datang langsung ke hotel lebih murah cuy!,3,
sangat membantu skali punya aplikasi ini...saya pribadi merasakan manfaatnya...trimakasih traveloka,5,Positif
"penangan cepat,harga bersabat",5,Positif
knp aku pesan susah banget sih udah aku penuhi persyartanya tp knp gak bisa2 mohon di perbaikilah,1,Negatif
mudah dan praktis,5,Positif
"0awalnya aku sering pake traveloka sangat memuaskan tp knp sekarang kok susah amat bahkan ini 3 hp saya semua ada app traveloka tp error selalu ada tulisan box kuning ""terdapat masalah koneksi, halaman yg mungkin anda lihat mungkin bukan versi terbaru, muat ulang. Pdhl ini dah versi terbaru n selalu update tp knp ini semua fitur pemesanan mulai dr tiket pesawat dll gx bisa dibuka sama sekali, ini bermasalah dr hp saya ato emang dr travelokanya, ya terpaksa saya copot aja ganti yg lain drpd emosi",5,Positif
"Saya bingung dengan sistem penilaian paylaternya, kenapa kok malah terlalu sering pakai paylater malah dibilang ""perilaku kredit kurang baik""? Seharusnya ya gamasalah ya kalau sering menggunakan paylaternya, yg harus dipermasalahkan harusnya apabila telat pembayaran, sedangkan saya pembayaran lancar terus.",2,Negatif
"Kembalikan fitur aplikasi seperti dulu, ini ko eror terus klo pake wifi, buka web nya juga ga bisa, harus pake data, udh pake data malah ga ada koneksi, fitur pencarian juga ga ada",2,Negatif
Aplikasinya jd susah masa mau update no hp gk bisa trus coba log out pas masuk ada pilihan 2 cara no hp apa email pas di klik salah satu akunne beda padahal pas daftr akun pakai email itu sm no itu harusmya pas login pakai email no sama pas daftr akun harusnya sama ko ini beda ya,1,Negatif
sangat membantu dan memudahkan saya dalam mencari tiket perjalan kapan pun diperlukan... Thanks Traveloka,5,Positif
Gampang banget transaksinya. Makasih Traveloka,5,Positif
Maaf sebelumnya Kenapa point saya hilang dari sekitar 5000-6000 point hilang begitu saja Sedangkan dari bulan 12 yang lalu masih ada sisa pointnya Terima kasih,3,
"Mau login pake email,ga dikirim² kodenya malah ga bisa dibuka lg dan harus nunggu 58 menit.. coba pakai sms malah jg ga dikirim.. apa mincenya lg tidur jd ga dikirim😔",1,Negatif
"aku sangat kecewaa sekali pake Traveloka , aku jauh jauh dari Jakarta ke Bandung . dan mau nginepan di penginapan aku pake aplikasi Traveloka , dan aku pesan hotelnya ditanggal yang hari itu aku mau pesan .. pas aku ke hotelnya,repsesonisnya bilang tanggal buat bsk ,dan aku bilang aku pesan tanggal skrg dia bilang kadang bisa berubah ,kan aneh ??? dan aku minta retur kepihak hotel bilang harus lewat aplikasi dan aku udh chat cs Traveloka tapi gak ada jawaban apa apa dan uang 400ribu anguss ..!!",1,Negatif
"Saya sudah mengajukan proses refund dana dari tiket yang sudah saya booking tapi sampai sekarang belom ada proses atau konfirmasi lanjut dari pihak terkait. Saya sudah lama refund sampai sekarang belom ada, gimana ini cara kerjanya traveloka uang saya udah banyak saya keluarkan. Saya mau uang saya kembali.",1,Negatif
"Sangat membantu kami dalam pembelian tiket pesawat, kereta api dan hotel, Terimakasih Traveloka",5,Positif
"sudah sangat lama menggunakn jasa traveloka untuk semua keperluan travelling saya & keluarga, tapi sangat2 mengecewakan karena traveloka baru memberitahukan pembatalan hotel yang sudah saya pesan jauh2 hari sebelumnya hanya sehari sebelum hari h yang mengakibatkan kerugian yang sangat besar pada saya dan keluarga",1,Negatif
"Ini traveloka lagi eror kak aplikasi. Ini saya serting alamat by manual salah, terus sesuai gps juga salah. Hadew. Auto unistal aplikasinya",2,Negatif
"Mohon di edit pemberangkatan bis merk Nusantara. Beda 1 jam. Sori..mohon klo setelah ada action, saya upayakan lagi ubah upasan bintang.",5,Positif
"Cuma mau nanya min Saya yang gak nemu apa emang sudah hilang ya,untuk menu bioskop di apk traveloka..",4,Positif
sangat mengecewakan pemesanan refund 100% tpi tetap muncul tagihan dan tidak ada penyelesaian keterangan refund 100% dihari yang sama tapi malah disuruh bayar bunga 999.000 . sangat tidak masuk akal,1,Negatif
"Min, knpa klo pas mau pesen tiket psti loading ny lama, gk muncul2, d baikin lah tu koneksi ny, klo mau buru2 pesen tu jd gk nyaman bngt,,",5,Positif
"Saya sudah level bronze priority tp saat pengajuan paylater card proses lama, sudah hampir satu bulan tp masih proses meninjau👎",1,Negatif
Saya buat pertanyaan tp jawabannya malah ga nyambung ya. Bagaimana cara meng update akun kita pada aplikasi traveloka paylaters ?,2,Negatif
terimakasih untuk traveloka yg gercep menangani refund saya. pengajuan refund tgl 23 maret dan tgl 29 maret dana sdh masuk ke rekening saya. terimakasih traveloka,5,Positif
Good Kenapa saya tidak bisa masuk koperasi gebyar Traveloka Apa orang orang dekat atau orang kenal saja bisa memenangkan hadiah gebyar Traveloka? Tolong adil bijaksana buat semua yang ikut koperasi gebyar Traveloka kita semua butuh hadiah gebyar Traveloka,5,Positif
"Tolol, bisa""nya jadwal tiket berubah mau dibayar padahal, jangan gitu lah",1,Negatif
"aplikasi nya bagus, mudah dan cepat",5,Positif
aplikasi yang sangat membantu mempermudah pembokingan hottel,5,Positif
"Bagus aplikasinya, tapi kenapa kadang payment nya pake credit card ya?",5,Positif
"Apk susah, mau daftar Payleter susah",1,Negatif
"Traveloka sangat bagus,memudakan saya dlm ber transaksi apapun",5,Positif
senang pesan tiket disini murah dan cepat prosesnya jg dpt poin trm ksh Traveloka,5,Positif
kupon casback membingungkan..mending gak usah promo dr pada PHP..ternyata malah casback ke hotel hadew,2,Negatif
cepat dan murah hotel nya,4,Positif
terimakasih traveloka cepat tepat dan ✨️✨️✨️✨️✨️,5,Positif
Menang banyak nih aplikasi bikin pesanan gak bisa di rescedule ga bisa di refund uang pesanan ga balik,1,Negatif
Ndak bisa dibuka minta update setelah selesai gagal,5,Positif
aplikasi yang bagus dan terpercaya semoga semakin bagus lagi dan banyak promo nya,5,Positif
sangat baik sempet salah transfer aja.pelayanan tetap terbaik.trima kasih traveloka,5,Positif
Pelayanan sangat memuaskan...cust care nya cepat dan tanggap,5,Positif
"Tambahkan fitur pilihan kamar dgn jenis bed yang berbeda untuk pemesanan kamar hotel yg lebih dari 1 kamar biar tambah keren. Saat ini jika ingin memesan kamar hotel lebih dari 1 kamar dengan jenis bed yg berbeda harus melakukan 2x pemesanan tdk bisa 1x pemesanan, jika ingin memesan 2 kamar dgn 1 kamar double bed & 1 kamar twin bed tidak bisa dilakukan 1x tetapi harus di lakukan 2x pemesanan tidak nyaman & kurang inovasi.",5,Positif
cepat dan harganya bersaing,5,Positif
Aplikasinya gak seperti dulu.....sewaktu pakai WiFi seluruh menu promosinya gak muncul alasannya terdapat masalah koneksi....tetapi ketika pakai paketan data seluruh menu tadi muncul semua...tolong dikembalikan seperti semula donk,3,
Sangat buruk. Uang kita masukin ga bisa di tarik balik alsan bermacam2. Padahal kita sudh 10 tahun lnganan traveloka. Jebakan betmen buat masyarakat susah. Ampun saya nyesel masukin duit ke uangku. Sqmapai sekarang masih ada sisa,1,Negatif
Kenapa virtual number saya tidak bisa di gunakan padahal sudah naik level dan selalu bayar tepat waktu mohon penjelasan nya,4,Positif
SANGAT BURUK.HATI HATI DALAM MEMBELI HOTEL DAN RENTAL MOBIL.HARGA NYA SEMUA GAK JELAS.Terutama dalam rental mobil.perhatikan baik baik ada pembayaran diluar dari harga yang ditawarkan diluar bensin.dan pastikan daerah zona zona nya.aama bensin itu kebetulan saya dapet rental patok dalam kota bensin 150 ribu.dan udah diisi.HTAI HATI mengunakan TRAVELOKA.SARAN BUAT TRAVELOKA.PEEBAIKII.terima kasih.update :udah dihubungi TravelokaTAPI GAK ADA SOLUSI TETEP BURUK.yang ada jwaban diulang ulang,1,Negatif
"cepat tepat dan pasti, top",5,Positif
cepat murah dan praktis,5,Positif
"Terkait keluhan saya sebelumnya perihal tidak bisa byr cicilan diakun traveloka saya, stlh menghubungi CS dan email, baru pihak traveloka membalas dan setting ulang pembayaran serta menberikan optional pembayaran bs via transfer langsung ke rek mandiri traveloka, dan masalah clear Utk ke depannya mohon jadi perhatian agar hal yang sama tidak terulang kembali Krn bisa berdampak jadi berkurangnya minat utk penggunaan paylater sprti takut akan nama pembayaran tidak lancar dan sbg.. Terimakasih",3,
Iklan paling ganggu diseluruh platform,2,Negatif
"Sistem paylaternya parah banget, udh bayar tagihan masih aja di telpon suruh bayar",1,Negatif
"app yg mudah, banyak promo, nyaris ga ada bug, pertahankan dan tingkatkan trs..",5,Positif
"Paylater dinonaktifkan padahal pembayaran bagus, alasannya gak masuk akal, udah gitu promonya selalu gak bisa digunakan alasanya kuota penuh",1,Negatif
pesen tiket apapun ngga ribet...cuma penggunaan promo masih kurang.secara keseluruhan dah ok,5,Positif
"tiap bulan ada biaya statment fee BRI pay later credit card,walaupun tidak ada transaksi.sangat mengganggu dan merugikan, mau tutup dipersulit, Asiuuuuuu lah",1,Negatif
"Selain berguna banget buat prepare holiday dan akomodasi, ui yang selalu update dan fresh bikin betah sama traveloka. Keren!",5,Positif
Bagaimana ni traveloka saya udah beli tiket pesawat sudah saya bayar pembayaran berhasil tapi kenapa status nya masih dalam proses dan pembelian tertunda tanggung jawab dong setidaknya balikin uang nya,1,Negatif
"Saya sudah batal pemesan hotel dari traveloka, tapi masih dpt tagihan",1,Negatif
aplikasi yg membantu dalam perjalanan sekali klik,5,Positif
"Maskapai membatalkan Kita ganti uang malah difotong 35.000 kali aja tuh 100 org lumayan 3,5 jt, seharusnya yg nanggung aplikasi atau maskapai, sama saja ini pemalakan,",1,Negatif
mantap traveloka.. sangat membantu dan user friendly. sering2in promo gede2an ya,5,Positif
Saya sulit membayarkan tagihan cicilan paylater. Setiap membuka bagian paylater lalu ingin klik membayar selalu kembali ke halaman utama dan itu terus terulang. Menghubungin cs juga tidak ada respon.,2,Negatif
"cepat proses dan senang tiap kali ada perubahan selalu dikabari dan bertggjwb terimakasih Traveloka,semoga makin baik lagi ke depanny",4,Positif
Keren Traveloka emang dan praktis dan canggih bisa kemana mana👍,5,Positif
Parah udah bayar paylater sebelum jatoh tempo.. giliran mau di pake virtual number gagal terus..dari kemaren aneh ini apk ..di bayar tepat waktu tapi malah gagal terus pas mau di pake lagi,2,Negatif
"Paylater sy dari 2020 dinonaktifkan alasan karena pandemi. Sekarang udah new normal masih aja ga aktif. Pembayaran selalu tetap waktu, pemakaian sehat, pembayaran sehat.",1,Negatif
Mau nanya kenapa Tiket Pesawat nya sudah tidak ada lagi yg penerbangan langsung Yang ada saya Cek Transit semua,3,
"Sungguh sangat mengecewakan pihak Traveloka ini,,karna janji paling lambat 15 hari dana refund akan terlihat di rekening,, tapi nyatanya nol,,,pembayaran harus cepat tetapi giliran pengembalian super lambat..tolong bekerja lah secara profesional.. Bahkan sampai saat ini tanggal 23-03-2023 uang saya yang Rp985.000 dari refund belum masuk ke rekening. Tidak sesuai dengan janji. Entah bagaimana kinerja Traveloka sepertinya yang bekerja itu belum berpengalaman",1,Negatif
"Sangat kecewa pemesanan saya udah beehasil dan bayar tp dr pihak hotel tidak menerima pesanan dr traveloka,alhasih uang melayang bayar lagi ke oihak hitl,walau saya ada bukti tp trveloka menghapus pemesanan saya..padahal pembayaran berhasil..uang sayapun tidak kembali",1,Negatif
"Susah bgt nih aplikasi, help centrenya jg susah dihub. Aplikasi paling mumet",1,Negatif
Selamat siang saya mau tanya mengapa update perbaharui aplikasi Traveloka tidak melalui Vivo AppStore mengapa juga di-update perbaikan dengan google play store?,5,Positif
"Maaf sy uninstal ,krna percuma jd bronze priority limit sudah 8 juta,tp tidak bisa dipakai,pdhl sy bayar slalu sblm jatuh tempo ,aturannya makin ga jelas",3,
"Sangat membantu perjalanan kami, sayangnya diskon harus ada minimal pembayaran dan diskonnya sedikit 😑",5,Positif
Padahal saya sudah laporkan untuk mengganti tanggal dan jam penerbangan tp pihak traveloka tidak tanggung jawab padahal sy sudah telp dan awal nya tinggap dngn baik malah di kasih jadwal penerbangan pertama di tanggal 23/03/2023 tp knp pas di lihat di email malah penolakan sy malah di suruh tlp maskapai nya padahal yg waktu itu lagi ada di maskapai penerbangan sy malah di arahkan oleh pihak maskapai untuk komplain langsung ke traveloka pdhl sy udh langganan di traveloka sy kecewa sekali.,1,Negatif
dengan menggunakan Traveloka..kemanapun traveling..sangat mudah,5,Positif
"sudah bayar tiket kereta api sesuai petunjuk dan nominal namun e-tiket tidak terbit sampai kereta berangkat. komplain melalui instagram, email, dan aplikasi tidak ada solusi hanya dijawab robot disuruh menunggu padahal bukti transfer semua dilampirkan lengkap. komplain melalui call center semua sibuk. bener-bener mengecewakan traveloka",1,Negatif
"Menu bioskop naya kok ngk ad sih aneh. Mau pesen tiket nonton aja bingung 😕😡😠😤bikin kesel, mohon di perbaiki lagi ya Terima kasih",1,Negatif
"Error merugikan, tidak ada pemberitahuan. Sistem kacau, sangat sulit untuk berbicara dengan customer service. Semua jawaban dari pertanyaan saya adalah ""mohon menunggu"", sudah sehari dari tiket yang bermasalah.",1,Negatif
"Pembayaran kartu kredit di Traveloka yang saya alami selalu bermasalah, transaksi berhasil, tapi tidak/belum diteruskan ke Bank Penerbit, padahal sudah masuk jatuh tempo, akhirnya kita mengalami keterlambatan pembayaran padahal sudah kita lakukan pembayaran tgl 16 Maret. Layanan konsumen / call center hanya berlaku bagi konsumen yang memiliki pesanan/transaksi aktif, selebihnya apabila ada permasalahan harus melalui chat, dengan respon yang sangat lama. Sangat layak untuk dihapus aplikasinya.",1,Negatif
"tidak pernah telat bayar paylater, tp sejak covid playlater saya tidak bs di gunakan. KECEWA",1,Negatif
"Customer servicenya tidak ada yg dapat interaktif, disiapkan no telpon tetapi hanya mesin operator yg mengarahkan, demikian pula dg chating hanya operator mesin yg jawab. Kalau ada kendala, customer memikir sendiri tanpa dibantu cs yg intrtaktif..",1,Negatif
"Sangat membantu, simpel dan mudah di akses",5,Positif
"Awalnya sempet kesel karna tiket pesen dari jam 9 pagi sampe jam 2 siang blm terbit, sampe bela belain ke kantor traveloka supaya bisa ferifikasi. Eeee ternyata saya yg salah input nominal pembayaran.😅 tapi sesuai alhamdulillah uang di kembalikan meskipun 2 hari kerja.🙂.",5,Positif
"mantap pelayanan di traveloka, banyak promo menarik",5,Positif
aplikasi pemesanan tiket dan lain² yang sangat relevan dan mudah serta informatif,5,Positif
"Traveloka sangat membantu, cuma mohon sy dibantu juga untuk proses refund saya. Sy sempat keliru saat memilih Bank utk tujuan refund. Nomor rekeningnya sdh benar seharusnya PT BANK NEGARA INDONESIA tapi terpilih BNI Syariah. Sehingga smp skrg refund belum diproses. Mohon bantuannya cara merubah Bank tujuan.",5,Positif
"Hari ini saya kecewa.. Karena pembayaran saya tidak terverifikasi padahal saya membayar sebelum batas yang ditentukan, saya sudah menghubungi lewat chat tapi tidak ada respon, lewat telepon juga tidak ada yang menjawab, lewat email juga tidak ada respon.. Terus uang saya bagaimana.. ????Sangat merugikan, sedang kan tiket yang saya beli sangat dibutuhkan cepat, tapi traveloka tidak ada kepastian.. Kalau memang tidak bisa tolong segera di refund sehingga saya bisa beli tiket yang lain",1,Negatif
"Sy sudah menggunakan traveloka udah 5 tahun, tapi system paylaternya sangat mengecewakan beberapa bulan belakangan sy tidak pernah menggunakan limit sy dan pada saat pembayaran sebelum jatuh tempo sy sudah bayar eh ini malah limit sy 0 dan penggunaan tidak sehat, tidak sehat dari mana ga pernah di gunakan.",1,Negatif
knp begitu selesai beli tiket penerbangan sdh pembayaran kok lgsg hilang layarx jd putih semua bgm cr mengembalikan seperti semula.sy blm dpt kode booking gmn tuh,4,Positif
makasih traveloka. sudah konsisten dengan kinerja nya,5,Positif
"Ada momen dimana istri saya pesan travel dan sudah bayar. Pembayaran ditujukannya ke bank b*a tapi bayarnya BI Fast dari bank lain dan ketika sudah bayar biasanya tidak usah klik ""saya sudah bayar"" karena otomatis langsung masuk plus dapat e-tiket. Tapi entah kenapa yang ini pembayaran tidak masuk jadi masih dikategorikan belum bayar padahal sudah lunas. Sudah hub cs pembayaran berhasil tapi etiket belum kunjung ada. Alhasil istri saya harus pesan travel yang beda waktu",2,Negatif
Saya gagal keberangkatan tgl 21-03-2023 Astimasi pembayaran jam 08:00 dan saya tranfer pada jam 07:53 dan akhirnya batas waktu sudah habis ini bagaimana kalo waktu nya masih ada kenapa bisa gagal.dan saya sangat di rugikan waktu dan kegagalan keberangkatan jangan mau beli tiket di traveloka kalo tidak mau kalian jadi korban berikut nya,1,Negatif
"Sangat buruk ke 2 kalinya uang saya di ambil traveloka, saya sudah transfer tpi tiket saya tidak keluar",1,Negatif
"Kalau beli tiket sih oke2 aja pakai aplikasi ini. Tapi kalo mesen taksi, big no banget..",3,
"Gimana min, saya sudah melakukan pembayaran sebelum batas waktu yg ditentukan, (batas wkt pembayaran smpe pukul 21.30 saya membayar dipuku 20.30)tp kenapa wkt saya cek lg dipesanan palah batas wkt yg ditentukan telah habis. Padahal saya sudah membyaar dan saya punya bukti pembayarannya mohon ditindak lanjutin pesanan saya! Saya sudah chat cs tp nggk bsa bantu.",4,Positif
"Saya merasa di rugi kan, Krn kemalaman di daerah Maros, setelah order penginapan, penginapan nya ngak di temukan di google map. Mau refund ngak bisa...",1,Negatif
"Agak kecewa ketika ingin mereschedule tiket, harga perubahan tiket benar² tidak sesuai dengan harga yang berlaku, akhirnya terpaksa direfund aja, daripada direschedule harganya sama seperti beli tiket baru (tiket lama spt tidak diperhitungkan)... Maafkan, terpaksa aku harus pindah ke aplikasi lain... 🙏",3,
"Terimakasih sudah menerima dan memperhatikan komplain saya, semoga tetap menjadi pilihan nomor 1 aplikasi para traveler",5,Positif
"Hp saya xiaomi mi 9, traveloka di hp saya susah terbuka, storage hp saya masih kosong, setiap buka harus install ulang terus baru bisa kebuka 1x abis itu kalau ditutup apknya dah gk bisa dibuka harus install ulang lg di playstore",2,Negatif
"Halo Traveloka, Ini ada tim penagih yg mengatasnamakan Traveloka, sedangkan akun saya tidak ada transaksi paylater tertunggak atau apapun itu",1,Negatif
"Tiket Dibatalkan maskapai, coba dari kemarin reschedule, atau refund tapi selalu gagal. Gak ada solusi. Telpon cs pun gak bisa bisa.. Harus gimana ya?",1,Negatif
"Sangat sangat mengecewakan, akun paylater saya tiba2 aja di nonaktifkan, padahal di app tertera pembayaran lancar, pemakaian limit sehat, tapi tiba2 ngk bisa di pake kecewa bangettt... pas giliran byar tpat waktu pas ada kendala malah ngk bisa nyelesaiin nya.. anehh mmg,",1,Negatif
"tiga bintang dulu,,,, masih sering berhenti. tp gpp bagus kok aplikasinya..",3,
"Mohon maaf, gimana cara refund ya? Karena ketika sampai hotel saya ditolak, karena tidak kerjasama dengan Traveloka, padahal saya sudah transfer, mau refund kok tidak bisa, sangat merugikan. Mohon bantuan. Terima kasih Saya Meras ditipu Pihak hotel dan traveloka, Pengajuan refund juga tidak bisa",1,Negatif
sangat cocok dan bagus... keamanannya mantap pak security-nya,5,Positif
"Jangan percaya sama promo2nya ya. Saya anggota traveloka udah lama. Ada kendala promo itu gk bisa dipake pada saat pembayaran dibilang kuota kupon terbatas,padahal kuota masih ratusan. Promonya sgt menipu. Hati2. Sudah dilaporkan lewat chat tapi sama sekali gk ada solusi. Sy sangat kecewa.",1,Negatif
"Ada apa dgn traveloka, saya tidak dapat melakukan pembelian tiket pesawat, setiap di masukkan nama yg terahir dan di simpan selalu kembali ke menu awal harus pilih maskapai, begitu terus ber ulang-ulang, lalu keluar kolom merah dgn tulisan, maaf ada masalah di sistem kami saat ini, maaf kalo boleh tau ada gangguan apa ya di aplikasi traveloka, mohon infonya, trima kasih",5,Positif
"Ada apa dengan paylater Traveloka kok mau daftar selalu gagal memuat server terus, gak guna mending uninstall aja",1,Negatif
"Pas nyari hotel dengan filter harga terendah,, ups sistem mengalami gangguan. Wkwkw ram nya 256mb kyk nya nih server",2,Negatif
"Kecewa dengan traveloka Paylater, sistem dan analisa kreditnya. Historinya saya sebelumnya bekerja di perusahaan yg gajian setiap tanggal 25 set tanggal jatuh tempo sebelumnya adalah tgl 28, dan kemudian saya di hire oleh perusahaan lain dengan salary lebih tinggi, hanya tanggal gajian setiap akhir bulan, saya sudah mengajukan perubahan tanggal jatuh tempo ke traveloka namun di tolak, sehingga beberapa kali saya terhitung telat 3 hari, dan limit nya turun. dan ga ada solusi terkait ini",1,Negatif
"Kecewa sekali dengan pihak traveloka, karena proses pengajuan refund yang tidak bisa di atasi dengan baik dan malah mempersulit",1,Negatif
Sangat burukkkkk... Kamar sudah penuh masih terima orderan... Begitu kita datang di hotel yg kita pesan malah di lemparkan ke hotel lain... Ga bisa di kembalikan uangnya... Bener2 sangat buruuuukkkkkkkkk... Saya sangat setuju sekali dengan yg ngasih bintang 1...karena memang begitu buruknya,1,Negatif
"Fitur paylater sebenarnya sangat membantu dalam transaksi di traveloka, tapi sangat susah untuk mendaftar. Beberapa kali coba dan ulangi tapi selalu gagal dan ditolak",4,Positif
Sya ganti hp dan login ke traveloka namun kode verifikasi tdk masuk ke email...dan sdh sy ulang berkali2 namun hasilnya sama..tdk ada kode verifikasi/otp yg masuk mhn pencerahanya.,2,Negatif
"Menu REFUND tidak bisa dilihat/terbuka,selalu log out dan muncul tulisan : Maaf,terjadi kendala pada sistem kami. Sy sudah capek bikin laporan tapi tidak ada solusi nya.",1,Negatif
"murah dari yg lain, harga yang terlihat tidak menipu, itu sdh termasuk Ppn. pembayaran gampang tidak ribet. semoga semakin banyak promo lagi.",5,Positif
"terima kasih traviloka sangat membantu sekali segala pembayaran apa pun cepat,mudah dan praktis sekali",5,Positif
Kecewa dengan pelayanan Traveloka resechedule dikenakan biaya. Trus tidak diberi tahu klo ada penggantian pesawat secepatnya. Pelayanan sangat buruk,1,Negatif
"saya pengguna traveloka sudah lama dan tidak pernah telat bayat cicilan..mlh kenapa skrmg akun dinonaktifkan???bnr2 kecewa saya pdhl limit 50jt tp dinonaktifkan..parah semua koment bintang 1,dah rame2 galbay aja semua dan pindah keaplikasi sebelah yg lebih baik dan lbh melihat cs...travelosit👎👎👎👎👎👎👎👎 not recommend aplikation in world..like your familly",1,Negatif
Bulan kemarin bisa pakai virtualakun di paylater sekrang malah ga bisa kata nya level nya belum cukup pdhaal abs naik level 🤣 gimana ini masa harus turun level dlu,2,Negatif
"Terlalu banyak notifikasi iklan, gak penting. Akibatnya bikin repot hapusin nya",1,Negatif
Saya user baru . Ini kenapa tiap mau ngecek tiket pesawat ga bisa ??. Udah 10 kali . Udah log.out akun log.in lagi tetep gabisa . Apk udah versi terbaru (terupdate),2,Negatif
"Traveloka jelek bgt apps nya. Susah buat peswn apa apa. Walaupun lebih murah, tpi kalo useless buat apa",1,Negatif
Ini aplikasi paling bagus dripada apk yang lain untuk pesen tiket kereta api .. Walaupun untuk tiket mudik sering trouble.. tapi selalu dapat di traveloka... Thank you traveloka..,5,Positif
Mau pesan tiket balik yg tgl 27 pake acara server sibuk. Lain kali developer nya diperbaiki jaman udh canggih masih aja gk sanggup serverny!!,1,Negatif
"Gk akan saya gunakan lagi ne aplikasi limit dari 4,5 jt pembayaran tidak pernah telat tiba2 turun limit jadi 1,5, terimakasih traveloka",1,Negatif
Udah pengajuan refund. Malah ditolak alasanya karena sudah di rescheduled. Padahal saya tidak ada permintaan reschedule .saya pengajuan refund. Sehari stelah pengajuan refund dan ditolak. Ada notifikasi dari maskapai perubahan jadwal. Tolong jangan menipu,1,Negatif
"Pikir2 lagi pake traveloka buat penjemputan bandara ,paraah sih di tlp optr g bisa masak suruh nunggu 3 jam buat nunggu jawabannya ampe sekarang pun blm ada jawabannya.tau ga solusi dr CS nya namanya adi suruh naek transportasi lain 🤣🤣 dan ampe skg refund belom ada, jgn lagi pake traveloka",1,Negatif
"UI tidak bagus, seperti baca koran terlalu banyak tulisan. dan cenderung menjebak untuk asuransi penerbangan yang auto dipilih. kalo mata tidak teliti akan masuk kepembayaran.",1,Negatif
"Hari ini 11/3/23, saya update app....kok malah gak bisa masuk ?....saya buka yg lain lancar..(app ""P "" dan ""A"")... Nanti saya coba uninstall dulu..., Mungkin waktu update ada yg error...🙏 Betul ......,setelah saya install ulang jadi joosss....lancarrrr...😂🙏👍",5,Positif
"Kok aplikasi ini gak bisa kebuka hanya muncul Tulisan Traveloka aja, di perbarui juga sudah tapi gak bisa, payah",2,Negatif
"Aplikasi cepat, & mudah. Semua pemesanan dalam genggaman.",5,Positif
"Setelah update kok jadi lemot alias lambat,buka jadwal tiket pesawat loudingnya muter2,lebih baik yg sebelumnya",1,Negatif
"Terlalu kecewa, sistem eror berhari2 tdk terselesaikan, konsultasi berhari2 tak ada solusi, sdh install ulang tetapi masih sama. Lebih baik tinggalkan cari yg lain yg lebih baik. Maaf",1,Negatif
"prosesnya sangat cepat, aplikasi Mudah praktis dan terpercaya itu terpenting.",5,Positif
"Sulit sekali untuk mengajukan reschedule, fitur reschedule selalu gangguan. Respon dari CS selalu mengatakan jadwal penerbangan reschedule tidak tersedia. Katanya easy reschedule, tapi bener bener sulit utk reschedule di aplikasi ini. Aplikasi sering error.. Mohon tindak lanjutnya.. Terimakasih. Update : Terimakasih traveloka atas bantuannya. Masalah reschedule telah selesai..",5,Positif
"3x daftar paylater gagal, padahal transaksi, menggunakan traveloka, mending hapus pindah ke aplikasi lain, lebih mudah dan murah",1,Negatif
"Saya mau cari informasi tentang hotel, kenapa sistemanya eror terus ya?? Sebelum di upgeread baik - baik saja, tp setelah di upgread jadi sering eror",1,Negatif
