content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Pengguna setia travolaka dari tahun 2017 limit sudah sampai 10jtan, pas pandemi 2020 tidak pakai dlu hapus aplikasi, pas mau pakai langsung suruh daftar lagi, lah sekarang malah ga di acc.",1,Negatif,pengguna setia travolaka dari tahun  limit sudah sampai jtan pas pandemi  tidak pakai dlu hapus aplikasi pas mau pakai langsung suruh daftar lagi lah sekarang malah ga di acc,pengguna setia travolaka limit jtan pas pandemi pakai dlu hapus aplikasi pas pakai langsung suruh daftar ga acc,"['pengguna', 'setia', 'travolaka', 'limit', 'jtan', 'pas', 'pandemi', 'pakai', 'dlu', 'hapus', 'aplikasi', 'pas', 'pakai', 'langsung', 'suruh', 'daftar', 'ga', 'acc']",guna setia travolaka limit jtan pas pandemi pakai dlu hapus aplikasi pas pakai langsung suruh daftar ga acc
"Bug min bug, tolong di tinjau saat milih metode pembayaran untuk paylater nya. Saya balas ya kak, internet saya lancar kak. Saya pake buat buka aplikasi e wallet aja aman jaya kak",2,Negatif,bug min bug tolong di tinjau saat milih metode pembayaran untuk paylater nya saya balas ya kak internet saya lancar kak saya pake buat buka aplikasi e wallet aja aman jaya kak,bug min bug tolong tinjau milih metode pembayaran paylater nya balas ya kak internet lancar kak pake buka aplikasi e wallet aja aman jaya kak,"['bug', 'min', 'bug', 'tolong', 'tinjau', 'milih', 'metode', 'pembayaran', 'paylater', 'nya', 'balas', 'ya', 'kak', 'internet', 'lancar', 'kak', 'pake', 'buka', 'aplikasi', 'e', 'wallet', 'aja', 'aman', 'jaya', 'kak']",bug min bug tolong tinjau milih metode bayar paylater nya balas ya kak internet lancar kak pake buka aplikasi e wallet aja aman jaya kak
Awal th saya beli tiket palu palangka raya.. dengan nominal 7.4jt untuk 2 tiket... ada pembatalan dr pihak maskapai.. yg salah pihak maskapai.. dan tiket di refound.. pengembalian dana slama 3bln.. di informasi cs traveloka dana kembali 7.2jt.. dan baru td cm di kembalikan 4.6jt aja.. sisanya kemana... aplikasi banyak korupsi.. jangan pakai aplikasi ini.. penipu.. aplikasi penipu..,1,Negatif,awal th saya beli tiket palu palangka raya dengan nominal jt untuk  tiket ada pembatalan dr pihak maskapai yg salah pihak maskapai dan tiket di refound pengembalian dana slama bln di informasi cs traveloka dana kembali jt dan baru td cm di kembalikan jt aja sisanya kemana aplikasi banyak korupsi jangan pakai aplikasi ini penipu aplikasi penipu,th beli tiket palu palangka raya nominal jt tiket pembatalan dr maskapai yg salah maskapai tiket refound pengembalian dana slama bln informasi cs traveloka dana jt td cm kembalikan jt aja sisanya kemana aplikasi korupsi pakai aplikasi penipu aplikasi penipu,"['th', 'beli', 'tiket', 'palu', 'palangka', 'raya', 'nominal', 'jt', 'tiket', 'pembatalan', 'dr', 'maskapai', 'yg', 'salah', 'maskapai', 'tiket', 'refound', 'pengembalian', 'dana', 'slama', 'bln', 'informasi', 'cs', 'traveloka', 'dana', 'jt', 'td', 'cm', 'kembalikan', 'jt', 'aja', 'sisanya', 'kemana', 'aplikasi', 'korupsi', 'pakai', 'aplikasi', 'penipu', 'aplikasi', 'penipu']",th beli tiket palu palangka raya nominal jt tiket batal dr maskapai yg salah maskapai tiket refound kembali dana slama bln informasi cs traveloka dana jt td cm kembali jt aja sisa mana aplikasi korupsi pakai aplikasi tipu aplikasi tipu
"Nyesel pake aplikasi ini, Pesen kamar hotel kita suruh bayar saat cek in. Tpi di aplikasi minta jaminan, begitu sudah dibayar jaminannya juga ga balik. Akhirnya malah bayar dobel. Hati2 yg pake traveloka.",1,Negatif,nyesel pake aplikasi ini pesen kamar hotel kita suruh bayar saat cek in tpi di aplikasi minta jaminan begitu sudah dibayar jaminannya juga ga balik akhirnya malah bayar dobel hati yg pake traveloka,nyesel pake aplikasi pesen kamar hotel suruh bayar cek in tpi aplikasi jaminan dibayar jaminannya ga bayar dobel hati yg pake traveloka,"['nyesel', 'pake', 'aplikasi', 'pesen', 'kamar', 'hotel', 'suruh', 'bayar', 'cek', 'in', 'tpi', 'aplikasi', 'jaminan', 'dibayar', 'jaminannya', 'ga', 'bayar', 'dobel', 'hati', 'yg', 'pake', 'traveloka']",nyesel pake aplikasi sen kamar hotel suruh bayar cek in tpi aplikasi jamin bayar jamin ga bayar dobel hati yg pake traveloka
Setelah di update Login pakai email malah masuk akun baru gak bisa ke akun lama pesanan dan saldo uangku status nya gak jelas skrg saya aangat dirugikan..!!,1,Negatif,setelah di update login pakai email malah masuk akun baru gak bisa ke akun lama pesanan dan saldo uangku status nya gak jelas skrg saya aangat dirugikan,update login pakai email masuk akun gak akun pesanan saldo uangku status nya gak skrg aangat dirugikan,"['update', 'login', 'pakai', 'email', 'masuk', 'akun', 'gak', 'akun', 'pesanan', 'saldo', 'uangku', 'status', 'nya', 'gak', 'skrg', 'aangat', 'dirugikan']",update login pakai email masuk akun gak akun pesan saldo uang status nya gak skrg aangat rugi
"Berdasarkan saran dari ortu katanya coba pakai Traveloka, ternyata memang membantu bgt buat aku yang pengen pulkam pas libur kuliah, apalagi pernah pas dpt kejadian pembatalan maskapai, semuanya bener2 dimudahkan. The Best mah Traveloka, semoga tetap menjadi aplikasi travel terpercaya (⁠✯⁠ᴗ⁠✯⁠)",5,Positif,berdasarkan saran dari ortu katanya coba pakai traveloka ternyata memang membantu bgt buat aku yang pengen pulkam pas libur kuliah apalagi pernah pas dpt kejadian pembatalan maskapai semuanya bener dimudahkan the best mah traveloka semoga tetap menjadi aplikasi travel terpercaya ,berdasarkan saran ortu coba pakai traveloka membantu bgt pengen pulkam pas libur kuliah pas dpt kejadian pembatalan maskapai bener dimudahkan the best mah traveloka semoga aplikasi travel terpercaya,"['berdasarkan', 'saran', 'ortu', 'coba', 'pakai', 'traveloka', 'membantu', 'bgt', 'pengen', 'pulkam', 'pas', 'libur', 'kuliah', 'pas', 'dpt', 'kejadian', 'pembatalan', 'maskapai', 'bener', 'dimudahkan', 'the', 'best', 'mah', 'traveloka', 'semoga', 'aplikasi', 'travel', 'terpercaya']",dasar saran ortu coba pakai traveloka bantu bgt ken pulkam pas libur kuliah pas dpt jadi batal maskapai bener mudah the best mah traveloka moga aplikasi travel percaya
"Aplikasi bukan nya mempermudah malah mempersulit, di booking jauh2 hari pass tiba di lokasi malah full, aku mau wisuda besok nya orang tua udh di jalan pula kirain pass org tua nyampe langsung istrahat gitu dari pejalnan jauh, ini malah di bikin ribet sama aplikasinya",1,Negatif,aplikasi bukan nya mempermudah malah mempersulit di booking jauh hari pass tiba di lokasi malah full aku mau wisuda besok nya orang tua udh di jalan pula kirain pass org tua nyampe langsung istrahat gitu dari pejalnan jauh ini malah di bikin ribet sama aplikasinya,aplikasi nya mempermudah mempersulit booking pass lokasi full wisuda besok nya orang tua udh jalan kirain pass org tua nyampe langsung istrahat gitu pejalnan bikin ribet aplikasinya,"['aplikasi', 'nya', 'mempermudah', 'mempersulit', 'booking', 'pass', 'lokasi', 'full', 'wisuda', 'besok', 'nya', 'orang', 'tua', 'udh', 'jalan', 'kirain', 'pass', 'org', 'tua', 'nyampe', 'langsung', 'istrahat', 'gitu', 'pejalnan', 'bikin', 'ribet', 'aplikasinya']",aplikasi nya mudah sulit booking pass lokasi full wisuda besok nya orang tua udh jalan kirain pass org tua nyampe langsung istrahat gitu pejalnan bikin ribet aplikasi
"Gk bisa bicara dengan costumer service secara langsung, semua via bot, jelek pelayanan bot lambat, telpon CS jg yang jawab bot, sampah, ngabisin pulsa aja, auto ganti ke aplikasi lain yang bisa ngomong langsung sama CS",1,Negatif,gk bisa bicara dengan costumer service secara langsung semua via bot jelek pelayanan bot lambat telpon cs jg yang jawab bot sampah ngabisin pulsa aja auto ganti ke aplikasi lain yang bisa ngomong langsung sama cs,gk bicara costumer service langsung via bot jelek pelayanan bot lambat telpon cs jg bot sampah ngabisin pulsa aja auto ganti aplikasi ngomong langsung cs,"['gk', 'bicara', 'costumer', 'service', 'langsung', 'via', 'bot', 'jelek', 'pelayanan', 'bot', 'lambat', 'telpon', 'cs', 'jg', 'bot', 'sampah', 'ngabisin', 'pulsa', 'aja', 'auto', 'ganti', 'aplikasi', 'ngomong', 'langsung', 'cs']",gk bicara costumer service langsung via bot jelek layan bot lambat telpon cs jg bot sampah ngabisin pulsa aja auto ganti aplikasi ngomong langsung cs
"Perbaiki sistem pemilihan tempat dulu... Sebelum bayar saya pilih tempat duduk yang masih kosong setelah pilih pas mau bayar dari sistemnya bilang ""maaf ada kursi anda yang sudah diisi penumpang lain"" Saya coba sampai 4x pilih kursi yang masih kosong tetap kayak gini juga.... TOLONG atur ulang sistem otomatis yang menunjukkan kursi kursi yang sudah dipilih sama yang belum dipilih",1,Negatif,perbaiki sistem pemilihan tempat dulu sebelum bayar saya pilih tempat duduk yang masih kosong setelah pilih pas mau bayar dari sistemnya bilang maaf ada kursi anda yang sudah diisi penumpang lain saya coba sampai x pilih kursi yang masih kosong tetap kayak gini juga tolong atur ulang sistem otomatis yang menunjukkan kursi kursi yang sudah dipilih sama yang belum dipilih,perbaiki sistem pemilihan bayar pilih duduk kosong pilih pas bayar sistemnya bilang maaf kursi diisi penumpang coba x pilih kursi kosong kayak gini tolong atur ulang sistem otomatis kursi kursi dipilih dipilih,"['perbaiki', 'sistem', 'pemilihan', 'bayar', 'pilih', 'duduk', 'kosong', 'pilih', 'pas', 'bayar', 'sistemnya', 'bilang', 'maaf', 'kursi', 'diisi', 'penumpang', 'coba', 'x', 'pilih', 'kursi', 'kosong', 'kayak', 'gini', 'tolong', 'atur', 'ulang', 'sistem', 'otomatis', 'kursi', 'kursi', 'dipilih', 'dipilih']",baik sistem pilih bayar pilih duduk kosong pilih pas bayar sistem bilang maaf kursi isi tumpang coba x pilih kursi kosong kayak gin tolong atur ulang sistem otomatis kursi kursi pilih pilih
"bertahun tahun menggunakan aplikasi ini,intensitas berpergian cukup tinggi, anda salah dalam pemesanan nama fatal akibatnya dan diarahkan ke refund ,refund juga potongan nya juga seenaknya saja, semua yg di janji aplikasi nya bohong belaka,berpikir kembali lah jika menggunakan aplikasi ini.",1,Negatif,bertahun tahun menggunakan aplikasi iniintensitas berpergian cukup tinggi anda salah dalam pemesanan nama fatal akibatnya dan diarahkan ke refund refund juga potongan nya juga seenaknya saja semua yg di janji aplikasi nya bohong belakaberpikir kembali lah jika menggunakan aplikasi ini,bertahun aplikasi iniintensitas berpergian salah pemesanan nama fatal akibatnya diarahkan refund refund potongan nya yg janji aplikasi nya bohong belakaberpikir aplikasi,"['bertahun', 'aplikasi', 'iniintensitas', 'berpergian', 'salah', 'pemesanan', 'nama', 'fatal', 'akibatnya', 'diarahkan', 'refund', 'refund', 'potongan', 'nya', 'yg', 'janji', 'aplikasi', 'nya', 'bohong', 'belakaberpikir', 'aplikasi']",tahun aplikasi iniintensitas pergi salah mesan nama fatal akibat arah refund refund potong nya yg janji aplikasi nya bohong belakaberpikir aplikasi
"sy telah menggunakan traveloka lebih dari 10 tahun... sangat baik. pernah batal berangkat... langsung refund. proses tdk rumit... malah dapat bonus voecher hotel. traveloka memang hebat... playanan juga ok... tiada duanya,,,,",5,Positif,sy telah menggunakan traveloka lebih dari  tahun sangat baik pernah batal berangkat langsung refund proses tdk rumit malah dapat bonus voecher hotel traveloka memang hebat playanan juga ok tiada duanya,sy traveloka batal berangkat langsung refund proses tdk rumit bonus voecher hotel traveloka hebat playanan ok tiada duanya,"['sy', 'traveloka', 'batal', 'berangkat', 'langsung', 'refund', 'proses', 'tdk', 'rumit', 'bonus', 'voecher', 'hotel', 'traveloka', 'hebat', 'playanan', 'ok', 'tiada', 'duanya']",sy traveloka batal berangkat langsung refund proses tdk rumit bonus voecher hotel traveloka hebat playanan ok tiada dua
"Ada ket jaminan uang kembali 100% pemesanan kereta api, ttp aja gabisa refund, bisa pun harus lewat apk kai/tlp pihak kai itupun susah sesuai prosedir KAInya, lah ini traveloka ga ada kontribusinya untuk bantu refund nya!",1,Negatif,ada ket jaminan uang kembali  pemesanan kereta api ttp aja gabisa refund bisa pun harus lewat apk kaitlp pihak kai itupun susah sesuai prosedir kainya lah ini traveloka ga ada kontribusinya untuk bantu refund nya,ket jaminan uang pemesanan kereta api ttp aja gabisa refund apk kaitlp kai itupun susah sesuai prosedir kainya traveloka ga kontribusinya bantu refund nya,"['ket', 'jaminan', 'uang', 'pemesanan', 'kereta', 'api', 'ttp', 'aja', 'gabisa', 'refund', 'apk', 'kaitlp', 'kai', 'itupun', 'susah', 'sesuai', 'prosedir', 'kainya', 'traveloka', 'ga', 'kontribusinya', 'bantu', 'refund', 'nya']",ket jamin uang mesan kereta api ttp aja gabisa refund apk kaitlp kai itu susah sesuai prosedir kainya traveloka ga kontribusi bantu refund nya
"Sumpah, ini aplikasi terbaik untuk pemesanan tiket pesawat dan Hotel. Sudah lama saya pakai aplikasi ini dan hari ini terharu karena proses pengembalian dana tiket yg dibatalkan maskapai benar² difasilitasi dengan baik oleh traveloka. Banyak terima kasih untuk team traveloka, sukses selalu dan pertahankan kebaikannya ya..",5,Positif,sumpah ini aplikasi terbaik untuk pemesanan tiket pesawat dan hotel sudah lama saya pakai aplikasi ini dan hari ini terharu karena proses pengembalian dana tiket yg dibatalkan maskapai benar difasilitasi dengan baik oleh traveloka banyak terima kasih untuk team traveloka sukses selalu dan pertahankan kebaikannya ya,sumpah aplikasi terbaik pemesanan tiket pesawat hotel pakai aplikasi terharu proses pengembalian dana tiket yg dibatalkan maskapai difasilitasi traveloka terima kasih team traveloka sukses pertahankan kebaikannya ya,"['sumpah', 'aplikasi', 'terbaik', 'pemesanan', 'tiket', 'pesawat', 'hotel', 'pakai', 'aplikasi', 'terharu', 'proses', 'pengembalian', 'dana', 'tiket', 'yg', 'dibatalkan', 'maskapai', 'difasilitasi', 'traveloka', 'terima', 'kasih', 'team', 'traveloka', 'sukses', 'pertahankan', 'kebaikannya', 'ya']",sumpah aplikasi baik mesan tiket pesawat hotel pakai aplikasi haru proses kembali dana tiket yg batal maskapai fasilitas traveloka terima kasih team traveloka sukses tahan baik ya
"Tiba2 dturunin level,dugaan telat pembayaran atau penggunaan dadakan,pdhl telat jg gak prnh dadakan jg gak makin aneh aja tau2 dturunin level 👎 padahal sblmnya nyaman banget krn sgala kemudahan dn prosesnya di traveloka",2,Negatif,tiba dturunin leveldugaan telat pembayaran atau penggunaan dadakanpdhl telat jg gak prnh dadakan jg gak makin aneh aja tau dturunin level  padahal sblmnya nyaman banget krn sgala kemudahan dn prosesnya di traveloka,dturunin leveldugaan telat pembayaran penggunaan dadakanpdhl telat jg gak prnh dadakan jg gak aneh aja tau dturunin level sblmnya nyaman banget krn sgala kemudahan dn prosesnya traveloka,"['dturunin', 'leveldugaan', 'telat', 'pembayaran', 'penggunaan', 'dadakanpdhl', 'telat', 'jg', 'gak', 'prnh', 'dadakan', 'jg', 'gak', 'aneh', 'aja', 'tau', 'dturunin', 'level', 'sblmnya', 'nyaman', 'banget', 'krn', 'sgala', 'kemudahan', 'dn', 'prosesnya', 'traveloka']",dturunin leveldugaan telat bayar guna dadakanpdhl telat jg gak prnh dada jg gak aneh aja tau dturunin level sblmnya nyaman banget krn sgala mudah dn proses traveloka
Akun saya sdh lama dan tergabung dgn Facebook..saya jg sdh terdftar paylater.namun tiba tiba akun srg error' saat mau digunakan.ketika di logout dan akan log in TDK bs masuk krn fitur Facebook sdh TDK tersedia.bagaimana ini Traveloka?,1,Negatif,akun saya sdh lama dan tergabung dgn facebooksaya jg sdh terdftar paylaternamun tiba tiba akun srg error saat mau digunakanketika di logout dan akan log in tdk bs masuk krn fitur facebook sdh tdk tersediabagaimana ini traveloka,akun sdh tergabung dgn facebooksaya jg sdh terdftar paylaternamun akun srg error digunakanketika logout log in tdk bs masuk krn fitur facebook sdh tdk tersediabagaimana traveloka,"['akun', 'sdh', 'tergabung', 'dgn', 'facebooksaya', 'jg', 'sdh', 'terdftar', 'paylaternamun', 'akun', 'srg', 'error', 'digunakanketika', 'logout', 'log', 'in', 'tdk', 'bs', 'masuk', 'krn', 'fitur', 'facebook', 'sdh', 'tdk', 'tersediabagaimana', 'traveloka']",akun sdh gabung dgn facebooksaya jg sdh terdftar paylaternamun akun srg error digunakanketika logout log in tdk bs masuk krn fitur facebook sdh tdk tersediabagaimana traveloka
Saya sudah refund tiket menggunakan paylater dan sudah ditransfer balik ke akun paylater saya tapi kenapa saya tetap di tagih untuk bayar padahal saya tidak menggunakan paylater tersebut.. Tolong min diverifikasi ulang,1,Negatif,saya sudah refund tiket menggunakan paylater dan sudah ditransfer balik ke akun paylater saya tapi kenapa saya tetap di tagih untuk bayar padahal saya tidak menggunakan paylater tersebut tolong min diverifikasi ulang,refund tiket paylater ditransfer akun paylater tagih bayar paylater tolong min diverifikasi ulang,"['refund', 'tiket', 'paylater', 'ditransfer', 'akun', 'paylater', 'tagih', 'bayar', 'paylater', 'tolong', 'min', 'diverifikasi', 'ulang']",refund tiket paylater transfer akun paylater tagih bayar paylater tolong min verifikasi ulang
"Pesan hotel berapa kali dapat harga lebih murah daripada nelpon langsung ke hotel nya. saran aja semoga nanti bisa dimuat jua pembayaran melalui e-money seperti gopay, shopeepay, dana, dll",5,Positif,pesan hotel berapa kali dapat harga lebih murah daripada nelpon langsung ke hotel nya saran aja semoga nanti bisa dimuat jua pembayaran melalui emoney seperti gopay shopeepay dana dll,pesan hotel kali harga murah nelpon langsung hotel nya saran aja semoga dimuat jua pembayaran emoney gopay shopeepay dana dll,"['pesan', 'hotel', 'kali', 'harga', 'murah', 'nelpon', 'langsung', 'hotel', 'nya', 'saran', 'aja', 'semoga', 'dimuat', 'jua', 'pembayaran', 'emoney', 'gopay', 'shopeepay', 'dana', 'dll']",pesan hotel kali harga murah nelpon langsung hotel nya saran aja moga muat jua bayar emoney gopay shopeepay dana dll
"Saya pengguna setia traveloka, tapi saat ini paylater saya tidak aktif lagi semenjak covid sampai sekarang, mohon kiranya do aktifkan kembali, terima kasih",5,Positif,saya pengguna setia traveloka tapi saat ini paylater saya tidak aktif lagi semenjak covid sampai sekarang mohon kiranya do aktifkan kembali terima kasih,pengguna setia traveloka paylater aktif semenjak covid mohon do aktifkan terima kasih,"['pengguna', 'setia', 'traveloka', 'paylater', 'aktif', 'semenjak', 'covid', 'mohon', 'do', 'aktifkan', 'terima', 'kasih']",guna setia traveloka paylater aktif semenjak covid mohon do aktif terima kasih
"traveloka kereenn dan mempermudah segala perjalanan kita,,terima kasih traveloka sudah bantu saya dalam mempermudah urusan saya",5,Positif,traveloka kereenn dan mempermudah segala perjalanan kitaterima kasih traveloka sudah bantu saya dalam mempermudah urusan saya,traveloka kereenn mempermudah perjalanan kitaterima kasih traveloka bantu mempermudah urusan,"['traveloka', 'kereenn', 'mempermudah', 'perjalanan', 'kitaterima', 'kasih', 'traveloka', 'bantu', 'mempermudah', 'urusan']",traveloka kereenn mudah jalan kitaterima kasih traveloka bantu mudah urus
"Sudah waktunya beralih ke aplikasi yg lbh baik, cepat, mudah akurat, terpecaya, dan singkat waktu refundnya.",1,Negatif,sudah waktunya beralih ke aplikasi yg lbh baik cepat mudah akurat terpecaya dan singkat waktu refundnya,beralih aplikasi yg lbh cepat mudah akurat terpecaya singkat refundnya,"['beralih', 'aplikasi', 'yg', 'lbh', 'cepat', 'mudah', 'akurat', 'terpecaya', 'singkat', 'refundnya']",alih aplikasi yg lbh cepat mudah akurat terpecaya singkat refundnya
"Sejauh ini saya selalu puas make aplikasi ini dari dulu, mau rescheduled tiket pun cukup mudah dan cepat ga perlu nunggu berjam-jam.",5,Positif,sejauh ini saya selalu puas make aplikasi ini dari dulu mau rescheduled tiket pun cukup mudah dan cepat ga perlu nunggu berjamjam,puas make aplikasi rescheduled tiket mudah cepat ga nunggu berjamjam,"['puas', 'make', 'aplikasi', 'rescheduled', 'tiket', 'mudah', 'cepat', 'ga', 'nunggu', 'berjamjam']",puas make aplikasi rescheduled tiket mudah cepat ga nunggu berjamjam
"Kenapa sih pembayaran paylater cuma bisa pakai bca mandiri, kn gk punya itu bank, pdhal dah bagus bgt loh apk nya, cuma metode bayarnya di era jaman yg memudahkan pembayaran kenapa traveloka cuma pakai 2 bank itu😭, tolong dong di tambah lagi metode bayarnya bisa pakai bni bsi dll",2,Negatif,kenapa sih pembayaran paylater cuma bisa pakai bca mandiri kn gk punya itu bank pdhal dah bagus bgt loh apk nya cuma metode bayarnya di era jaman yg memudahkan pembayaran kenapa traveloka cuma pakai  bank itu tolong dong di tambah lagi metode bayarnya bisa pakai bni bsi dll,sih pembayaran paylater pakai bca mandiri kn gk bank pdhal dah bagus bgt loh apk nya metode bayarnya era jaman yg memudahkan pembayaran traveloka pakai bank tolong metode bayarnya pakai bni bsi dll,"['sih', 'pembayaran', 'paylater', 'pakai', 'bca', 'mandiri', 'kn', 'gk', 'bank', 'pdhal', 'dah', 'bagus', 'bgt', 'loh', 'apk', 'nya', 'metode', 'bayarnya', 'era', 'jaman', 'yg', 'memudahkan', 'pembayaran', 'traveloka', 'pakai', 'bank', 'tolong', 'metode', 'bayarnya', 'pakai', 'bni', 'bsi', 'dll']",sih bayar paylater pakai bca mandiri kn gk bank pdhal dah bagus bgt loh apk nya metode bayar era jaman yg mudah bayar traveloka pakai bank tolong metode bayar pakai bni bsi dll
"Gak rekomendasi pakai traveloka, refund sudah lama dan gak sesuai estimasi yg di informasikan sebelumnya. Saya terima refund cuma 33%. Sadissss",1,Negatif,gak rekomendasi pakai traveloka refund sudah lama dan gak sesuai estimasi yg di informasikan sebelumnya saya terima refund cuma  sadissss,gak rekomendasi pakai traveloka refund gak sesuai estimasi yg informasikan terima refund sadissss,"['gak', 'rekomendasi', 'pakai', 'traveloka', 'refund', 'gak', 'sesuai', 'estimasi', 'yg', 'informasikan', 'terima', 'refund', 'sadissss']",gak rekomendasi pakai traveloka refund gak sesuai estimasi yg informasi terima refund sadissss
Sayangnya wilayah penjaringan tidak ada bus terdekat seperti muara angke penjaringan gedong panjang dan juga muara baru jadi gak bisa mesen tiket di sana deh 🥲 uninstall lagi aja semoga bakal ada bus rute keberangkatan terdekat 🙏,4,Positif,sayangnya wilayah penjaringan tidak ada bus terdekat seperti muara angke penjaringan gedong panjang dan juga muara baru jadi gak bisa mesen tiket di sana deh  uninstall lagi aja semoga bakal ada bus rute keberangkatan terdekat ,sayangnya wilayah penjaringan bus terdekat muara angke penjaringan gedong muara gak mesen tiket deh uninstall aja semoga bus rute keberangkatan terdekat,"['sayangnya', 'wilayah', 'penjaringan', 'bus', 'terdekat', 'muara', 'angke', 'penjaringan', 'gedong', 'muara', 'gak', 'mesen', 'tiket', 'deh', 'uninstall', 'aja', 'semoga', 'bus', 'rute', 'keberangkatan', 'terdekat']",sayang wilayah jaring bus dekat muara angke jaring gedong muara gak mesen tiket deh uninstall aja moga bus rute berangkat dekat
"Ini aplikasi se enak nya aj!kita beli tiket pesawat dengan satu kali perjalanan/tujuan,setelah kita bayar kita di nermalkan di kota transit dengan biaya sendiri!!!!",1,Negatif,ini aplikasi se enak nya ajkita beli tiket pesawat dengan satu kali perjalanantujuansetelah kita bayar kita di nermalkan di kota transit dengan biaya sendiri,aplikasi enak nya ajkita beli tiket pesawat kali perjalanantujuansetelah bayar nermalkan kota transit biaya,"['aplikasi', 'enak', 'nya', 'ajkita', 'beli', 'tiket', 'pesawat', 'kali', 'perjalanantujuansetelah', 'bayar', 'nermalkan', 'kota', 'transit', 'biaya']",aplikasi enak nya ajkita beli tiket pesawat kali perjalanantujuansetelah bayar nermalkan kota transit biaya
Saya sangat terbantu dan selalu dengan Traveloka utk kebutuhan penerbangan dan jalan darat via KA. Hadiahkan saya Tiket Pesawat Jakarta Bali krn sy pelanggan Setia Traveloka sebagai Tour Guide dan Marketing property. Salam sukses selalu👍 Terima ksh Traveloka🙏,5,Positif,saya sangat terbantu dan selalu dengan traveloka utk kebutuhan penerbangan dan jalan darat via ka hadiahkan saya tiket pesawat jakarta bali krn sy pelanggan setia traveloka sebagai tour guide dan marketing property salam sukses selalu terima ksh traveloka,terbantu traveloka utk kebutuhan penerbangan jalan darat via ka hadiahkan tiket pesawat jakarta bali krn sy pelanggan setia traveloka tour guide marketing property salam sukses terima ksh traveloka,"['terbantu', 'traveloka', 'utk', 'kebutuhan', 'penerbangan', 'jalan', 'darat', 'via', 'ka', 'hadiahkan', 'tiket', 'pesawat', 'jakarta', 'bali', 'krn', 'sy', 'pelanggan', 'setia', 'traveloka', 'tour', 'guide', 'marketing', 'property', 'salam', 'sukses', 'terima', 'ksh', 'traveloka']",bantu traveloka utk butuh terbang jalan darat via ka hadiah tiket pesawat jakarta bal krn sy langgan setia traveloka tour guide marketing property salam sukses terima ksh traveloka
Sebelumnya check in on line mudah skrg kenapa tambah susah lewat aplikasi. Kalau di upgrade itu semakin mempermudah bukan semakin mempersulit. Kami menggunakan aplikasi anda Krn mudah penggunaannya tp kalau spt ini mungkin akan banyak yg uninstall aplikasi ini dan pindah ke aplikasi yg memudahkan penggunanya,1,Negatif,sebelumnya check in on line mudah skrg kenapa tambah susah lewat aplikasi kalau di upgrade itu semakin mempermudah bukan semakin mempersulit kami menggunakan aplikasi anda krn mudah penggunaannya tp kalau spt ini mungkin akan banyak yg uninstall aplikasi ini dan pindah ke aplikasi yg memudahkan penggunanya,check in on line mudah skrg susah aplikasi upgrade mempermudah mempersulit aplikasi krn mudah penggunaannya tp spt yg uninstall aplikasi pindah aplikasi yg memudahkan penggunanya,"['check', 'in', 'on', 'line', 'mudah', 'skrg', 'susah', 'aplikasi', 'upgrade', 'mempermudah', 'mempersulit', 'aplikasi', 'krn', 'mudah', 'penggunaannya', 'tp', 'spt', 'yg', 'uninstall', 'aplikasi', 'pindah', 'aplikasi', 'yg', 'memudahkan', 'penggunanya']",check in on line mudah skrg susah aplikasi upgrade mudah sulit aplikasi krn mudah guna tp spt yg uninstall aplikasi pindah aplikasi yg mudah guna
"Hallo admin, setelah update kok aplikasi traveloka saya ga bisa dibuka ya pada saat pilih hotel dan masukan kota, setelah saya tekan menu pilih kota malah kembali ke menu awal...",1,Negatif,hallo admin setelah update kok aplikasi traveloka saya ga bisa dibuka ya pada saat pilih hotel dan masukan kota setelah saya tekan menu pilih kota malah kembali ke menu awal,hallo admin update aplikasi traveloka ga dibuka ya pilih hotel masukan kota tekan menu pilih kota menu,"['hallo', 'admin', 'update', 'aplikasi', 'traveloka', 'ga', 'dibuka', 'ya', 'pilih', 'hotel', 'masukan', 'kota', 'tekan', 'menu', 'pilih', 'kota', 'menu']",hallo admin update aplikasi traveloka ga buka ya pilih hotel masuk kota tekan menu pilih kota menu
Saya sangat kecewa tidak bisa di refund padahal saya tidak menggunakan jasa rental tersebut saya rugi dan tim support sangat lama dalam memberikan jawaban.. Traveloka buruk dalam pengembalian dan kebijakan refundnya.,1,Negatif,saya sangat kecewa tidak bisa di refund padahal saya tidak menggunakan jasa rental tersebut saya rugi dan tim support sangat lama dalam memberikan jawaban traveloka buruk dalam pengembalian dan kebijakan refundnya,kecewa refund jasa rental rugi tim support traveloka buruk pengembalian kebijakan refundnya,"['kecewa', 'refund', 'jasa', 'rental', 'rugi', 'tim', 'support', 'traveloka', 'buruk', 'pengembalian', 'kebijakan', 'refundnya']",kecewa refund jasa rental rugi tim support traveloka buruk kembali bijak refundnya
